"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","function getData() {
 useQuery()
 }","queries-only-in-use-query-functions","Thu May 15 12:56:54 UTC 2025","passed","Thu May 15 12:56:54 UTC 2025","","invalid","",""
"","111","should render correctly","Category component","Thu May 15 12:58:31 UTC 2025","passed","Thu May 15 12:58:31 UTC 2025","","","",""
"","56","should render see itinerary button","<OfferVenueBlock />","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","","",""
"","3","should return an error when phone number is invalid","phoneNumberSchema","Thu May 15 12:57:32 UTC 2025","passed","Thu May 15 12:57:32 UTC 2025","","","",""
"","1","should accept a well formated phone number: 0694010203","isValidFrenchPhoneNumber function","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","208","should apply borderRadius when not in carousel","<OfferImageBody />","Thu May 15 12:56:35 UTC 2025","passed","Thu May 15 12:56:35 UTC 2025","","","",""
"","1","should format Date 2020-02-01T09:20:00.000Z to string ""9:20""","formatHour()","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","24","should display custom images for avatars","<AvatarsList />","Thu May 15 12:58:19 UTC 2025","passed","Thu May 15 12:58:19 UTC 2025","","","",""
"","1268","should not have basic accessibility issues","<BookingConfirmation />","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:16 UTC 2025","","Accessibility","",""
"","2","formatCurrencyFromCents(-1199) 	= -11,99 € with format price options","formatCurrencyFromCents()","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","4","should return false when minWidth=1000, maxWidth=2000, minHeight=600 and maxHeight=600","useMediaQuery native","Thu May 15 12:56:33 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","useMediaQuery","",""
"","541","should create SSO account when clicking on AcceptCgu button","Signup Form","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:06 UTC 2025","","SSO","",""
"","184","should display when query is an unavailable offer","SearchResultsContent component","Thu May 15 12:56:09 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","Offer unavailable message","",""
"","1","should replace {email} by $email in $url when necessary","getLocalizationCompliance","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","2","calls onBeforeHide props when calling keyboardWillHide","useKeyboardEvents","Thu May 15 12:57:46 UTC 2025","passed","Thu May 15 12:57:46 UTC 2025","","on iOS","",""
"","100","should not display achievement banner","ProfileHeader","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","","",""
"","5","should clear refresh token when it expires","AuthContext","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","useAuthContext","",""
"","169","should hide modal on close modal button press","HomeLocationModal","Thu May 15 12:56:10 UTC 2025","passed","Thu May 15 12:56:10 UTC 2025","","","",""
"","5","should return splitted text even with space after and before text","decomposeFirstWordAndRemainingText","Thu May 15 12:57:37 UTC 2025","passed","Thu May 15 12:57:37 UTC 2025","","","",""
"","165","should not display artists when array is empty","<OfferBody />","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","","",""
"","1","getDisplayedPrice([0, 700]) 	= Gratuit with format price options","getDisplayedPrice","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","1","useCategoryId(LIVESTREAM_MUSIQUE) = MUSIQUE_LIVE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","6","should return correct region for given position / ratio","getRegionFromPosition","Thu May 15 12:57:46 UTC 2025","passed","Thu May 15 12:57:46 UTC 2025","","","",""
"","25","has not native category associated to the suggestion","AutocompleteOfferItem component","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","should display the most popular category of the query suggestion when","when item is in the first three suggestions","",""
"","7","should return false when booking amount is 0 and the offer has not a category that can be archived","expirationDateUtils","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","isFreeBookingInSubcategories","",""
"","11","// @ts-expect-error: because of noUncheckedIndexedAccess
 const a = {};","no-ts-expect-error","Thu May 15 12:57:26 UTC 2025","passed","Thu May 15 12:57:26 UTC 2025","","invalid","",""
"","1","should return original bookings when bookings not matched reactions","addReactionsToBookings","Thu May 15 12:57:35 UTC 2025","passed","Thu May 15 12:57:35 UTC 2025","","","",""
"","8","should respect priority","getInstalledApps","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","Android","device specific","",""
"","7","should store Algolia query ID after fetching an offer","fetchOffer","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","","",""
"","25","should NOT render distance tag when no distance provided","PlaylistCardOffer component","Thu May 15 12:56:52 UTC 2025","passed","Thu May 15 12:56:52 UTC 2025","","","",""
"","5","should call batch when user has seen 5 times their screen of 300px height","getScreenSeenCount","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","","",""
"","51","should not display time left when credit expires soon","CreditHeader","Thu May 15 12:56:11 UTC 2025","passed","Thu May 15 12:56:11 UTC 2025","","","",""
"","5","should retrieve the the venue if available","useVenueSearchParameters","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","","",""
"","27","should fetch with default search params","fetchOffersByIds","Thu May 15 12:56:45 UTC 2025","passed","Thu May 15 12:56:45 UTC 2025","","","",""
"","12","should remove access token when there is no refresh token","refreshAccessToken","Thu May 15 12:56:18 UTC 2025","passed","Thu May 15 12:56:18 UTC 2025","","","",""
"","4","should sort by ASCENDING_PRICE and place offer with no price last","Favorites sorts","Thu May 15 12:56:37 UTC 2025","passed","Thu May 15 12:56:37 UTC 2025","","","",""
"","7","should return correct longitude delta for positive distance and latitude","distanceToLongitudeDelta","Thu May 15 12:57:20 UTC 2025","passed","Thu May 15 12:57:20 UTC 2025","","","",""
"","8","should change the custom outline width if useFocus = true and uses custom width","customWebFocusOutline","Thu May 15 12:57:54 UTC 2025","passed","Thu May 15 12:57:54 UTC 2025","","","",""
"","38","should open in-app urls in new window by default","<ExternalTouchableLink />","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","External Navigation","",""
"","38","<Text>I’m working</Text>","apostrophe-in-text","Thu May 15 12:58:23 UTC 2025","passed","Thu May 15 12:58:23 UTC 2025","","valid","",""
"","2","should not return data when it is null or undefined","getOfferTags","Thu May 15 12:57:34 UTC 2025","passed","Thu May 15 12:57:34 UTC 2025","","","",""
"","709","should render correctly for step 4/5","Signup Form","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","For each step","",""
"","2","should check if a booking does exist in the list of DigitalBookingWithoutExpirationDate array and return true if it exist","expirationDateUtils","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","isBookingInList","",""
"","15","should not render playlist when algolia does not return offers","FilmsPlaylists","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","56","should display EAN when the offer is a book with an EAN","BookingDetailsTicketContent","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","EAN","",""
"","1","should format duration with hours and add a 0 before minutes when minutes are below 10","formatDuration","Thu May 15 12:57:51 UTC 2025","passed","Thu May 15 12:57:51 UTC 2025","","","",""
"","5","useSearchGroupLabel(LIVRES) = Livres","useCategoryId","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","93","should save distant data locally","usePersistQuery","Thu May 15 12:56:28 UTC 2025","passed","Thu May 15 12:56:28 UTC 2025","","without initial local data","",""
"","234","should not log to Sentry on error","<EmailResendModal />","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","When shouldLogInfo remote config is false","",""
"","5","should fetch with provided query and default underage filter","fetchOffer","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","underage","",""
"","9","should set playlist","offerTileViewTrackingStore","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","14","should call onInternetConnection","NetInfoWrapper","Thu May 15 12:57:22 UTC 2025","passed","Thu May 15 12:57:22 UTC 2025","","useNetInfoContext","",""
"","91","should display deducted amount message","<BookingDetails />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","","",""
"","24","should enable StepButton for RETRY state","StepButton","Thu May 15 12:56:52 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","15","should call select marker when pressed","VenueMapView","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","","",""
"","120","should open foreign dms link when pressing ""Aller sur demarches-simplifiees.fr"" button","DMSIntroduction","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","foreign version","",""
"","277","should render correctly for underage beneficiaries","<BeneficiaryAccountCreated/>","Thu May 15 12:56:01 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","","",""
"","10","should respect priority","getInstalledApps","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","Web","device specific","",""
"","1","should return ""Billet à retirer sur place dans 3 jours"" if event in 3 days","getEventOnSiteWithdrawLabel","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","with withdrawal delay less than 24 hours","",""
"","3","useCategoryId(RENCONTRE) = CONFERENCE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","136","should trigger analytics with the honor-statement parameter","Stepper navigation","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","1366","should not have basic accessibility issues","SelectPhoneStatus","Thu May 15 12:56:44 UTC 2025","passed","Thu May 15 12:56:46 UTC 2025","","Accessibility","",""
"","23","should validate email with device info","<AfterSignupEmailValidationBuffer />","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","Email validation API call","",""
"","11","should retrieve the playlist tagged usergrandpublic if available and no playlist tagged master","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","exbeneficiary users","default home entry when no remote config available","",""
"","1","fake member should fail the test when it starts a reserved prefix","AnalyticsEvent","Thu May 15 12:57:42 UTC 2025","passed","Thu May 15 12:57:42 UTC 2025","","","",""
"","78","should render correctly","DMSIntroduction","Thu May 15 12:56:57 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","foreign version","",""
"","1","should parse the image url from the thumbUrl=newpath/thumbs/ID stored in Algolia","parseThumbUrl()","Thu May 15 12:57:39 UTC 2025","passed","Thu May 15 12:57:39 UTC 2025","","","",""
"","2","getHumanizeRelativeDistance(73.2) 	= 75 m","formatDistance","Thu May 15 12:57:42 UTC 2025","passed","Thu May 15 12:57:42 UTC 2025","","","",""
"","100","should render correctly","<CountryPicker />","Thu May 15 12:57:40 UTC 2025","passed","Thu May 15 12:57:40 UTC 2025","","","",""
"","158","should display Voir plus button when the text ends with an ellipsis","CollapsibleTextContent iOS","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","","",""
"","26","should render OfferEventCardList when nextDate is not provided","CineBlock","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","","",""
"","2","when step is date selection & date selected","bookingHelpers","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","should return true","getButtonState","",""
"","23","should display the button ""Consulter mes e-mails""","<EmailWithdrawal/>","Thu May 15 12:56:34 UTC 2025","passed","Thu May 15 12:56:34 UTC 2025","","<EmailReceived/>","",""
"","126","should display the message use in parameter","Loader","Thu May 15 12:58:33 UTC 2025","passed","Thu May 15 12:58:33 UTC 2025","","","",""
"","5","should return false when searchGroup is null","getShouldDisplayGtlPlaylist","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","73","should render the page with correct layout","FAQVebview page","Thu May 15 12:57:08 UTC 2025","passed","Thu May 15 12:57:08 UTC 2025","","","",""
"","32","should always return true if condition is true and doesn't change","useIsFalseWithDelay()","Thu May 15 12:57:33 UTC 2025","passed","Thu May 15 12:57:33 UTC 2025","","","",""
"","8","should return an item without highlighting when query is an empty string","addHighlightedAttribute","Thu May 15 12:57:58 UTC 2025","passed","Thu May 15 12:57:58 UTC 2025","","","",""
"","109","should hide tooltip 8 seconds after display","<SubscribeButtonWithTooltip />","Thu May 15 12:56:48 UTC 2025","passed","Thu May 15 12:56:48 UTC 2025","","","",""
"","107","check the box when is unchecked","<Checkbox />","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","toggle his state","",""
"","12","should contain login information when token is valid","getTokenInfo","Thu May 15 12:57:56 UTC 2025","passed","Thu May 15 12:57:56 UTC 2025","","","",""
"","8","should return #F1F1F4 for à venir status","getBackgroundColor","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","","",""
"","32","should return shouldReviewBeRequested = true if review Modal has not been seen","useReviewInAppInformation","Thu May 15 12:57:18 UTC 2025","passed","Thu May 15 12:57:18 UTC 2025","","","",""
